"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 070";"[{""desc"":null,""title"":""Personal finance""},{""desc"":null,""title"":""pilates""},{""desc"":null,""title"":""budgeting""},{""desc"":null,""title"":""investment strategies""}]";"[{""dates"":""Feb 2023 - Aug 2023"",""company"":""Deloitte Poland"",""job title"":""Accounting Assistant"",""description"":""Supported audit missions for corporate clients, including reviewing financial statements and verifying\ncompliance with accounting standards\n\nConducted detailed data checks, reconciled accounts, and assisted in preparing audit reports\nCollaborated with teams to ensure timely delivery of audit findings and client presentations"",""country or city"":""not found""},{""dates"":""Jul 2021 - Dec 2021"",""company"":""PKO Bank Polski"",""job title"":""Finance Intern"",""description"":""Assisted in credit risk assessment for retail and SME clients\n\nDeveloped Excel reports summarizing financial metrics and loan performance\nParticipated in client meetings to present financial analysis and credit recommendations"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Warsaw"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 069";"[{""desc"":null,""title"":""Travel""},{""desc"":null,""title"":""football""},{""desc"":null,""title"":""online courses""},{""desc"":null,""title"":""entrepreneurship insights""}]";"{""experiences"":[{""dates"":""Jan 2022 - Sep 2023"",""company"":""Orange Tunisia"",""job title"":""Junior Sales Assistant"",""description"":""Managed B2B client accounts, ensuring timely delivery of products and services\nPrepared detailed commercial offers and proposals tailored to client needs\nCreated Excel dashboards to track sales activity, KPIs, and monthly performance metrics\nAssisted the sales manager in developing sales strategies based on data insights"",""country or city"":""not found""},{""dates"":""Jun 2021 - Dec 2021"",""company"":""not found"",""job title"":""Intern - Local Consulting Firm (SME)"",""description"":""Conducted market studies and competitive benchmarking for small companies\nCollected, cleaned, and analyzed data from surveys and interviews to support consulting recommendations\nPresented findings in PowerPoint reports, highlighting growth opportunities for clients"",""country or city"":""not found""}]}";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""University of Tunis El Manar"",""country or city"":""not found"",""level_of_degree"":""Bachelor Degree in Management""},{""dates"":""Summer 2022 (6 weeks)"",""field"":""Summer School in Business Analytics"",""university"":""University of Barcelona"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 068";"[{""desc"":null,""title"":""Professional development""},{""desc"":null,""title"":""public speaking""},{""desc"":null,""title"":""mentoring""},{""desc"":null,""title"":""international business trends""}]";"[{""dates"":""Jun 2023 - Sep 2023"",""company"":""PwC Vietnam"",""job title"":""Finance Intern"",""description"":""Assisted in audit and financial review engagements for corporate clients, including examining balance sheets, income statements, and cash flow statements\nConducted variance analysis to identify discrepancies in accounting records\nPrepared summary reports for senior auditors and contributed to client presentation decks"",""country or city"":""not found""},{""dates"":""Jan 2023 - May 2023"",""company"":""VinGroup"",""job title"":""Business Analyst Intern"",""description"":""Supported internal reporting by collecting and analyzing sales, revenue, and operational data\nDeveloped Excel dashboards to monitor KPIs such as revenue growth, customer acquisition, and product performance\nConducted market studies to benchmark competitor performance and inform strategic decisions"",""country or city"":""not found""}]";"[{""dates"":""2021 - 2024"",""field"":""not found"",""university"":""Foreign Trade University, Hanoi"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 067";"[{""desc"":null,""title"":""Entrepreneurship""},{""desc"":null,""title"":""podcasts""},{""desc"":null,""title"":""fintech innovation""}]";"[{""dates"":""March 2023 - August 2023"",""company"":""Early-Stage Venture Capital Fund"",""job title"":""Startup Analyst"",""description"":""Evaluated startup business models, pitch decks and growth strategies\nConducted market and competitive analysis for early-stage ventures\nSupported investment screening and due diligence processes\nAssisted partners in preparing investment memos"",""country or city"":""not found""},{""dates"":""July 2022 - February 2023"",""company"":""Mercado Libre"",""job title"":""Operations Intern"",""description"":""Supported logistics and operations optimization initiatives\nAssisted in data analysis related to delivery performance and efficiency\nCollaborated with operations teams on process improvement"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Buenos Aires"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 066";"[{""desc"":null,""title"":""Case competitions""},{""desc"":null,""title"":""sustainability strategy""},{""desc"":null,""title"":""Pilates""}]";"[{""dates"":""January 2023 - June 2023"",""company"":""Accenture UK"",""job title"":""Consulting Intern"",""description"":""Supported digital transformation projects for corporate clients\nConducted market analysis, process mapping and benchmarking\nAssisted consultants in preparing client presentations and reports\nGained exposure to client-facing work and consulting methodologies"",""country or city"":""not found""},{""dates"":""July 2022 - December 2022"",""company"":""Unilever"",""job title"":""Strategy Intern"",""description"":""Assisted strategy teams in portfolio and business unit reviews\nConducted internal analyses to support strategic decision-making\nContributed to strategic presentations for senior management"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Warwick"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Management""}]"
"CV 065";"[{""desc"":null,""title"":""Data science competitions""},{""desc"":null,""title"":""cycling""},{""desc"":null,""title"":""technology trends""}]";"[{""dates"":""April 2023 - September 2023"",""company"":""SAP"",""job title"":""Data Analyst Intern"",""description"":""Built dashboards for internal performance monitoring and reporting\nSupported data cleaning, validation and reporting automation processes\nWorked with large datasets to extract insights for internal stakeholders\nCollaborated with analysts and IT teams on analytics"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Mannheim"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Informatics""}]"
"CV 064";"[{""desc"":null,""title"":""International relations""},{""desc"":null,""title"":""volunteering""},{""desc"":null,""title"":""travel""}]";"[{""dates"":""February 2023 - July 2023"",""company"":""OCP Group"",""job title"":""Export Assistant"",""description"":""Supported international sales and export operations for fertilizer products\n\nCoordinated logistics and export documentation with internal and external stakeholders\n\nAssisted in monitoring shipment schedules and compliance requirements\nContributed to communication with international clients and partners"",""country or city"":""not found""},{""dates"":""June 2022 - January 2023"",""company"":""Attijariwafa Bank"",""job title"":""Business Development Intern"",""description"":""Conducted market research on North African and regional markets\nSupported business development initiatives and market entry analysis\nAssisted in preparing internal reports and strategic presentations"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Al Akhawayn University, Ifrane"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 063";"[{""desc"":null,""title"":""Martial arts""},{""desc"":null,""title"":""process optimization""},{""desc"":null,""title"":""productivity systems""}]";"[{""dates"":""April 2022 - March 2023"",""company"":""Toyota Motor Corporation"",""job title"":""Operations Planning Analyst"",""description"":""Supported production planning and demand forecasting activities\n\nAssisted in capacity planning and coordination between production units\nContributed to lean manufacturing and continuous improvement"",""country or city"":""not found""},{""dates"":""August 2021 - February 2022"",""company"":""Mitsui & Co."",""job title"":""Logistics Intern"",""description"":""Analyzed international shipping routes and logistics cost structures\nSupported coordination with logistics partners and internal teams\n\nContributed to reporting on transportation efficiency and cost optimization"",""country or city"":""not found""}]";"{""studies"":[{""dates"":""2018 - 2022"",""field"":""not found"",""university"":""Keio University, Tokyo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering""}]}"
"CV 062";"[{""desc"":null,""title"":""Photography""},{""desc"":null,""title"":""fashion marketing""},{""desc"":null,""title"":""content creation""}]";"[{""dates"":""February 2023 - July 2023"",""company"":""Coca-Cola FEMSA"",""job title"":""Digital Marketing Intern"",""description"":""Supported the execution of digital marketing campaigns across social media platforms\n\nCoordinated influencer partnerships and monitored campaign deliverables\n\nAnalyzed campaign performance using engagement, reach and conversion metrics\n\nPrepared performance reports and insights for marketing managers"",""country or city"":""not found""},{""dates"":""June 2022 - January 2023"",""company"":""L'Oréal Mexico"",""job title"":""Brand Assistant"",""description"":""Assisted brand managers in product launches and promotional initiatives\nConducted market research and competitor analysis within the beauty sector\n\nSupported the preparation of presentations for brand strategy and planning meetings\nHelped coordinate communication between marketing, sales and external agencies"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Tecnológico de Monterrey"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Marketing""}]"
"CV 061";"[{""desc"":null,""title"":""Cycling""},{""desc"":null,""title"":""geopolitics""},{""desc"":null,""title"":""luxury industry trends""}]";"[{""dates"":""January 2023 - June 2023"",""company"":""Luxottica"",""job title"":""Operations Analyst Intern"",""description"":""Analyzed supply chain and operational KPIs for the EMEA region\n\nSupported initiatives aimed at improving inventory turnover and delivery performance\nCoordinated with logistics providers and internal stakeholders to improve data reporting\nContributed to operational reviews and continuous improvement initiatives"",""country or city"":""not found""},{""dates"":""September 2022 - December 2022"",""company"":""Salesforce Italy"",""job title"":""Sales Operations Intern"",""description"":""Supported sales pipeline analysis and revenue forecasting activities\n\nBuilt reports and dashboards for regional sales teams using CRM data\nAssisted sales managers with performance tracking and opportunity analysis\nGained exposure to enterprise sales processes in a multinational tech environment"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Bocconi University, Milan"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics and Management""}]"
"CV 060";"[{""desc"":null,""title"":""Stock markets""},{""desc"":null,""title"":""yoga""},{""desc"":null,""title"":""public speaking""},{""desc"":null,""title"":""financial literacy initiatives""}]";"[{""dates"":""April 2023 - July 2023"",""company"":""Tata Capital"",""job title"":""Finance Intern"",""description"":""Assisted credit risk analysts in the assessment of SME loan applications\n\nPrepared borrower financial profiles, including income statements, balance sheets and cash flow summaries\n\nSupported the evaluation of creditworthiness through ratio analysis and risk indicators\nContributed to internal reporting and documentation for credit committees"",""country or city"":""not found""},{""dates"":""June 2022 - August 2022"",""company"":""Motilal Oswal"",""job title"":""Equity Research Intern"",""description"":""Conducted financial and qualitative analysis of publicly listed Indian companies\n\nBuilt valuation models using discounted cash flow (DCF) and comparable multiples approaches\n\nAnalyzed industry trends, company fundamentals and earnings drivers\n\nAssisted in the preparation of equity research notes and investment summaries"",""country or city"":""not found""},{""dates"":""2021 - 2023"",""company"":""not found"",""job title"":""Treasurer - Student Finance Club"",""description"":""Managed the annual budget of the student organization and monitored expenses\nCoordinated sponsorship negotiations with external partners and institutions\n\nOversaw financial planning for academic events and workshops on financial literacy"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""Finance"",""university"":""St. Xavier's College, Mumbai"",""country or city"":""not found"",""level_of_degree"":""Bachelor of Commerce""}]"
"CV 059";"[{""desc"":null,""title"":""Football""},{""desc"":null,""title"":""macroeconomics""},{""desc"":null,""title"":""entrepreneurship""},{""desc"":null,""title"":""endurance running""}]";"[{""dates"":""July 2023 - December 2023"",""company"":""Itaú Unibanco"",""job title"":""Business Analyst Intern"",""description"":""Conducted market, financial and customer data analyses to support decision-making for retail banking products\nAnalyzed product profitability, customer acquisition costs and revenue drivers across different client seg- ments\nDesigned and maintained Excel dashboards to track key performance indicators (KPIs) such as customer acquisition, retention and cross-selling\nCollaborated with senior analysts and product managers to prepare management presentations and per- formance reports\nContributed to data-driven recommendations aimed at improving product positioning and operational efficiency"",""country or city"":""São Paulo""},{""dates"":""January 2023 - June 2023"",""company"":""Ambev (AB InBev Group)"",""job title"":""Strategy Intern"",""description"":""Supported pricing and commercial strategy for FMCG products across multiple brands and distribution channels\nConducted competitor benchmarking, analyzing price positioning, promotions and market shares\nPerformed market sizing and demand analysis to assess growth opportunities in selected regions\nAssisted in building financial scenarios to evaluate the impact of pricing and volume changes on revenue and margins\nWorked closely with strategy and commercial teams in a multinational environment"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""FGV Junior Enterprise"",""job title"":""Student Consultant"",""description"":""Participated in consulting projects for small and medium-sized enterprises (SMEs) in retail and logistics sectors\nConducted diagnostic analyses of clients' business models, cost structures and operational processes\nDeveloped market studies and strategic recommendations focused on growth, pricing and process opti- mization\nPresented findings and actionable recommendations directly to clients' management teams"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2023"",""field"":""not found"",""university"":""Fundação Getulio Vargas (FGV), São Paulo"",""country or city"":""São Paulo"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 058";"[{""desc"":null,""title"":""Gaming""},{""desc"":null,""title"":""coding""},{""desc"":null,""title"":""anime""},{""desc"":null,""title"":""travel""}]";"[{""dates"":""2 years"",""company"":""not found"",""job title"":""Freelance Game Designer"",""description"":""Conceptualized, developed, and tested indie games. Collaborated with artists and programmers, managed deadlines, playtesting sessions, user feedback integration."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""not found"",""job title"":""Marketing Intern at Gaming Startup"",""description"":""Campaign planning, social media content, engagement tracking, analytics reporting."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Tokyo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Digital Arts & Game Design""}]"
"CV 057";"[{""desc"":null,""title"":""Traveling""},{""desc"":null,""title"":""volunteering""},{""desc"":null,""title"":""blogging""},{""desc"":null,""title"":""photography""}]";"{""experiences"":[{""dates"":""1.5 years"",""company"":""not found"",""job title"":""Social Impact Consultant"",""description"":""Assisted NGOs in strategic planning, fundraising campaigns, program monitoring, community engagement reporting."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""not found"",""job title"":""Marketing Intern at Startup"",""description"":""Content creation, engagement analysis, social media campaigns, report preparation."",""country or city"":""not found""}]}";"[{""dates"":""2022"",""field"":""Social venture design, marketing, finance, project management"",""university"":""Indian School of Business"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Social Entrepreneurship""}]"
"CV 056";"[{""desc"":null,""title"":""Music production""},{""desc"":null,""title"":""DJing""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""photography""}]";"[{""dates"":""3 years"",""company"":""not found"",""job title"":""Independent Music Producer"",""description"":""- Composed, recorded, and mixed tracks, collaborated with artists, managed online distribution, promoted music on social media platforms."",""country or city"":""not found""},{""dates"":""1 year"",""company"":""not found"",""job title"":""Event Coordinator, Local Music Festival"",""description"":""- Organized artist line-up, coordinated logistics, managed sponsorships, marketing."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Music Business""}]"
"CV 055";"[{""desc"":null,""title"":""Gaming""},{""desc"":null,""title"":""streaming""},{""desc"":null,""title"":""content creation""},{""desc"":null,""title"":""photography""}]";"[{""dates"":""2 years"",""company"":""not found"",""job title"":""E-Sports Team Manager"",""description"":""- Coordinated team schedules, organized tournaments, negotiated sponsorships, managed social media presence."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""not found"",""job title"":""Marketing Intern at Tech Startup"",""description"":""- Campaign analytics, content creation, data reporting, cross-team collaboration."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""not found"",""university"":""Korea University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Media & Entertainment Management""}]"
"CV 054";"[{""desc"":null,""title"":""Traveling""},{""desc"":null,""title"":""drone flying""},{""desc"":null,""title"":""video editing""},{""desc"":null,""title"":""music""}]";"[{""dates"":""2 years"",""company"":""not found"",""job title"":""Drone Photography Freelancer"",""description"":""Captured aerial photos for events, real estate, marketing campaigns. Edited images, liaised with clients, managed project timelines."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""not found"",""job title"":""Marketing Intern at Tourism Board"",""description"":""Social media strategy, content creation, engagement tracking, campaign reporting."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""not found"",""university"":""American University in Dubai"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Media & Communication""}]"
"CV 053";"[{""desc"":null,""title"":""Reading psychology books""},{""desc"":null,""title"":""chess""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""creative writing""}]";"[{""dates"":""6 months"",""company"":""Max Planck Institute"",""job title"":""Research Intern"",""description"":""- Conducted behavioral economics experiments, data collection, statistical analysis, co-authored research report."",""country or city"":""not found""},{""dates"":""1 year"",""company"":""not found"",""job title"":""Freelance Marketing Consultant"",""description"":""- Designed campaigns for small businesses, analyzed engagement metrics, social media content planning."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Munich"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Psychology""}]"
"CV 052";"[{""desc"":null,""title"":""Gaming""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""coding side projects""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""1.5 years"",""company"":""not found"",""job title"":""Freelance Tech Consultant"",""description"":""Provided IT solutions for small businesses, website optimization, data analytics dashboards, CRM setup, client training."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""not found"",""job title"":""Startup Mentor, Local Incubator"",""description"":""Advised early-stage entrepreneurs on business strategy, market research, and growth metrics."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""Software development, project management, data structures"",""university"":""Polytechnic University of Madrid"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Computer Engineering""}]"
"CV 051";"[{""desc"":null,""title"":""Traveling""},{""desc"":null,""title"":""sustainable cooking""},{""desc"":null,""title"":""hiking""},{""desc"":null,""title"":""photography""}]";"[{""dates"":""2 years"",""company"":""GreenHands NGO"",""job title"":""Social Entrepreneur, Founder"",""description"":""- Managed environmental awareness campaigns,\nled community workshops, organized fundraisers, collaborated with local government and schools, created project\nreports and digital content."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Local Eco-Business"",""job title"":""Marketing Intern"",""description"":""- Social media strategy, campaign analytics, content\ncreation, engagement monitoring."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""Sustainable development, project management, community engagement"",""university"":""Mohammed V University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Environmental Studies""}]"
"CV 050";"[{""desc"":null,""title"":""Football""},{""desc"":null,""title"":""coaching""},{""desc"":null,""title"":""music""},{""desc"":null,""title"":""reading sports literature""}]";"[{""dates"":""not found"",""company"":""SÃo Paulo FC"",""job title"":""Professional Football Player"",""description"":""- Professional Football Player, SÃo Paulo FC (4 years): Team leadership, international travel, sponsorship promotion, media appearances, training program planning."",""country or city"":""not found""},{""dates"":""not found"",""company"":""Local Sports Tech Startup"",""job title"":""Sports Analytics Intern"",""description"":""- Sports Analytics Intern, Local Sports Tech Startup (6 months): Collected performance data, analyzed team statistics, prepared dashboards for coaches, suggested data-driven strategies for training."",""country or city"":""not found""}]";"[{""dates"":""2021"",""field"":""not found"",""university"":""University of SÃo Paulo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Sports Science""}]"
"CV 049";"[{""desc"":null,""title"":""Painting""},{""desc"":null,""title"":""photography""},{""desc"":null,""title"":""hiking""},{""desc"":null,""title"":""volunteer coaching""}]";"[{""dates"":""2 years"",""company"":""not found"",""job title"":""Freelance Creative Strategist"",""description"":""Developed branding strategies for small businesses and cultural startups. Designed campaigns, coordinated visual identity, created digital content, advised clients on social media growth. Managed timelines, budgets, and client presentations."",""country or city"":""not found""},{""dates"":""1 year"",""company"":""not found"",""job title"":""Volunteer Event Organizer, Stockholm Arts Festival"",""description"":""Coordinated workshops, artist communications, logistics, and community engagement events."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""not found"",""university"":""Stockholm University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Arts Management""}]"
"CV 048";"[{""desc"":null,""title"":""Traveling""},{""desc"":null,""title"":""photography""},{""desc"":null,""title"":""chess""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""6 months"",""company"":""Gazprom"",""job title"":""Finance Analyst Intern"",""description"":""Portfolio evaluation, financial modeling, reporting, client support."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Yandex"",""job title"":""Business Development Intern"",""description"":""Market research, KPI tracking, sales proposals, collaboration with multiple teams."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""Finance, Marketing, Strategic Management"",""university"":""Moscow State University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 047";"[{""desc"":null,""title"":""Cooking""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""reading""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""6 months"",""company"":""Attijariwafa Bank"",""job title"":""Finance Intern"",""description"":""Financial reporting, portfolio analysis, risk assessment, client meetings."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Maroc Telecom"",""job title"":""Marketing Intern"",""description"":""Coordinated campaigns, tracked KPIs, social media content, analytics reports."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""Finance, Marketing, Strategic Management"",""university"":""Hassan II University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 046";"[{""desc"":null,""title"":""Traveling""},{""desc"":null,""title"":""cooking""},{""desc"":null,""title"":""photography""},{""desc"":null,""title"":""esports""}]";"[{""dates"":""6 months"",""company"":""Alibaba Group"",""job title"":""Business Development Intern"",""description"":""Market research, competitor analysis, KPI tracking, preparing reports for management."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Tencent"",""job title"":""Marketing Analyst Intern"",""description"":""Social media campaigns, engagement tracking, data visualization, weekly reports, cross-team collaboration."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""Marketing, Finance, Strategy"",""university"":""Fudan University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 045";"[{""desc"":null,""title"":""Cooking""},{""desc"":null,""title"":""photography""},{""desc"":null,""title"":""football""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""6 months"",""company"":""Banco Santander"",""job title"":""Finance Intern"",""description"":""Risk analysis, portfolio evaluation, financial modeling, reporting, client support."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Jerónimo Martins"",""job title"":""Business Analyst Intern"",""description"":""Market research, KPI dashboards, sales proposal preparation, cross-functional collaboration."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""Finance and Marketing"",""university"":""Nova School of Business & Economics"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""London School of Economics"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 044";"[{""desc"":null,""title"":""Traveling""},{""desc"":null,""title"":""sports""},{""desc"":null,""title"":""reading""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""6 months"",""company"":""Emirates NBD"",""job title"":""Finance Intern"",""description"":""Assisted in investment research, financial reporting, KPI dashboards, client presentations."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Du Telecom"",""job title"":""Business Development Intern"",""description"":""Supported market research, product launch planning, sales reporting, team coordination."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""Finance, Marketing, Strategic Management"",""university"":""American University in Dubai"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 043";"[{""desc"":null,""title"":""Traveling""},{""desc"":null,""title"":""photography""},{""desc"":null,""title"":""chess""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""6 months"",""company"":""Sberbank"",""job title"":""Finance Analyst Intern"",""description"":""Assisted in financial modeling, reporting, client communication, portfolio evaluation."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Yandex"",""job title"":""Marketing Intern"",""description"":""Managed social media campaigns, analyzed engagement metrics, prepared weekly analytics reports."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""Corporate Finance, Marketing Analytics, Strategic Management"",""university"":""Higher School of Economics, Moscow"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 042";"[{""desc"":null,""title"":""Football""},{""desc"":null,""title"":""photography""},{""desc"":null,""title"":""cooking""},{""desc"":null,""title"":""finance meetups""}]";"[{""dates"":""6 months"",""company"":""BBVA Mexico"",""job title"":""Finance Intern"",""description"":""Portfolio evaluation, risk modeling, reporting, client meetings, financial analysis, forecasting."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Grupo Bimbo"",""job title"":""Business Development Intern"",""description"":""Market research for new product lines, sales analysis, KPI tracking, preparing business proposals."",""country or city"":""not found""}]";"{""studies"":[{""dates"":""2022"",""field"":""Finance and Marketing specialization"",""university"":""ITAM"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""London School of Economics"",""country or city"":""not found"",""level_of_degree"":""not found""}]}"
"CV 041";"[{""desc"":null,""title"":""Cooking""},{""desc"":null,""title"":""reading strategy books""},{""desc"":null,""title"":""yoga""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""6 months"",""company"":""Nestlé Pakistan"",""job title"":""Marketing Intern"",""description"":""Managed campaign content, social media monitoring, engagement tracking, collaborated with creative teams, assisted in organizing tasting events, collected feedback."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Telenor Pakistan"",""job title"":""Business Analyst Intern"",""description"":""Prepared sales reports, analyzed customer data, drafted executive summaries, collaborated on market research projects."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""not found"",""university"":""Lahore University of Management Sciences"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 040";"[{""desc"":null,""title"":""Football""},{""desc"":null,""title"":""photography""},{""desc"":null,""title"":""cooking""},{""desc"":null,""title"":""finance networking""}]";"[{""dates"":""6 months"",""company"":""UniCredit"",""job title"":""Finance Intern"",""description"":""Assisted in portfolio risk assessment, created financial models, attended client meetings, prepared reports for investment teams."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Luxottica"",""job title"":""Business Development Intern"",""description"":""Conducted market analysis for new store openings, tracked KPIs, supported sales proposals, collaborated with merchandising and marketing teams."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""Specialization in Finance and Marketing"",""university"":""Bocconi University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""not found"",""field"":""Exchange semester"",""university"":""London School of Economics"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 039";"[{""desc"":null,""title"":""Travel""},{""desc"":null,""title"":""cooking""},{""desc"":null,""title"":""photography""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""6 months"",""company"":""LVMH"",""job title"":""Marketing Intern"",""description"":""Coordinated social media campaigns for luxury brands, developed content calendars, tracked engagement, collaborated with photographers, drafted weekly performance summaries for managers."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""AXA"",""job title"":""Business Analyst Intern"",""description"":""Supported market research, prepared Excel dashboards, participated in cross-functional workshops, created financial summaries for internal reporting."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""not found"",""university"":""ESSEC Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 038";"[{""desc"":null,""title"":""Swimming and coaching local youth sports teams""},{""desc"":null,""title"":""reading historical and business biographies""},{""desc"":null,""title"":""traveling for cultural immersion""},{""desc"":null,""title"":""organizing charity events and workshops for women entrepreneurs""}]";"[{""dates"":""6 months"",""company"":""Bain & Company"",""job title"":""Consulting Intern"",""description"":""Assisted in strategy research for consumer goods clients, prepared slides and data summaries for client meetings, collaborated with a team of 6 consultants, participated in client workshops, contributed to brainstorming sessions for marketing strategies, conducted competitor analysis and trend reports."",""country or city"":""not found""},{""dates"":""6 months"",""company"":""Carrefour Middle East"",""job title"":""Business Analyst Intern"",""description"":""Supported the business development team in analyzing sales trends, preparing weekly dashboards, assisting with operational recommendations, and drafting presentations for management. Participated in cross-functional team meetings with supply chain, finance, and marketing departments."",""country or city"":""not found""}]";"[{""dates"":""2022"",""field"":""not found"",""university"":""American University of Beirut"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
