"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 028";"";"";"[{""dates"":""not found"",""field"":""not found"",""university"":""not found"",""country or city"":""not found"",""level_of_degree"":""Business bachelor degree""}]"
"CV 027";"";"";"[{""dates"":""not found"",""field"":""not found"",""university"":""not found"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 026";"";"";"[{""dates"":""not found"",""field"":""not found"",""university"":""not found"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 025";"";"";"[{""dates"":""not found"",""field"":""not found"",""university"":""not found"",""country or city"":""Spain"",""level_of_degree"":""Business bachelor""}]"
"CV 024";"";"";"[{""dates"":""finished 2021"",""field"":""Management program"",""university"":""not found"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 023";"";"";"[{""dates"":""not found"",""field"":""Economics"",""university"":""University of Paris"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 022";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""not found"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business""}]"
"CV 021";"";"";"[{""dates"":""not found"",""field"":""Management courses"",""university"":""University in Brussels"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 020";"";"";"[{""dates"":""finished 2021"",""field"":""not found"",""university"":""not found"",""country or city"":""France"",""level_of_degree"":""Business studies""}]"
"CV 019";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""University of Geneva"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""}]"
"CV 018";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Seoul National University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 017";"";"";"[{""dates"":""2025 (expected)"",""field"":""not found"",""university"":""Solvay Brussels School"",""country or city"":""not found"",""level_of_degree"":""Master in Management""},{""dates"":""2021"",""field"":""not found"",""university"":""University of Brussels"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 016";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Cheikh Anta Diop University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 015";"";"";"[{""dates"":""2025 (expected)"",""field"":""not found"",""university"":""ESSEC Business School"",""country or city"":""not found"",""level_of_degree"":""Master in Management""},{""dates"":""2021"",""field"":""not found"",""university"":""University of Madrid"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 014";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""American University of Beirut"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 013";"";"";"[{""dates"":""2025 (expected)"",""field"":""not found"",""university"":""ESCP Business School"",""country or city"":""not found"",""level_of_degree"":""Master in Management""},{""dates"":""2021"",""field"":""not found"",""university"":""University of Lyon"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""}]"
"CV 012";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Foreign Trade University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in International Business""}]"
"CV 011";"";"";"[{""dates"":""2025 (expected)"",""field"":""not found"",""university"":""HEC Paris"",""country or city"":""not found"",""level_of_degree"":""Master in Management""},{""dates"":""2021"",""field"":""not found"",""university"":""University of Paris"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 010";"";"";"[{""dates"":""2022"",""field"":""not found"",""university"":""Bocconi University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 009";"";"";"[{""dates"":""2013"",""field"":""not found"",""university"":""University of Tokyo"",""country or city"":""not found"",""level_of_degree"":""Master in Computer Science""}]"
"CV 008";"";"";"[{""dates"":""2017"",""field"":""not found"",""university"":""University of SÃo Paulo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Civil Engineering""}]"
"CV 007";"";"";"[{""dates"":""2019"",""field"":""not found"",""university"":""Cairo University"",""country or city"":""not found"",""level_of_degree"":""PhD in Medicine""},{""dates"":""2014"",""field"":""not found"",""university"":""Alexandria University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Medicine""}]"
"CV 006";"";"";"[{""dates"":""2014"",""field"":""not found"",""university"":""University of Toronto"",""country or city"":""not found"",""level_of_degree"":""Master in Education""},{""dates"":""2011"",""field"":""not found"",""university"":""University of British Columbia"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Mathematics""}]"
"CV 005";"";"";"[{""dates"":""2017"",""field"":""not found"",""university"":""TU Munich"",""country or city"":""not found"",""level_of_degree"":""Master in Computer Science""}]"
"CV 004";"";"";"[{""dates"":""2016"",""field"":""not found"",""university"":""University of Barcelona"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Arts""}]"
"CV 003";"";"";"[{""dates"":""2014"",""field"":""not found"",""university"":""University of SÃo Paulo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 002";"";"";"[{""dates"":""2020"",""field"":""not found"",""university"":""University of Delhi"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Biology""}]"
"CV 001";"";"";"[{""dates"":""2015"",""field"":""not found"",""university"":""École Polytechnique"",""country or city"":""not found"",""level_of_degree"":""Master in Mechanical Engineering""},{""dates"":""2012"",""field"":""not found"",""university"":""University of Lyon"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Mechanical Engineering""}]"
"CV 000";"";"";"[{""dates"":""2018"",""field"":""AI and Machine Learning"",""university"":""MIT"",""country or city"":""not found"",""level_of_degree"":""Master in Computer Science""},{""dates"":""2016"",""field"":""software engineering principles"",""university"":""Stanford"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Computer Science""}]"
