"Name";"Interests-value";"Professional Experiences-value";"Studies-value"
"CV 134";"[{""desc"":null,""title"":""International markets""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""cultural exchange""},{""desc"":null,""title"":""global economics""}]";"[{""dates"":""Jan 2023 - Aug 2023"",""company"":""Food Exporter"",""job title"":""Export Assistant"",""description"":""Prepared and verified export documentation for EU and MENA markets\nCoordinated with international clients and shipping companies\nAssisted in trade compliance checks and customs processes"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Intern - Customs Broker"",""description"":""Supported preparation of trade and customs documents\nAssisted in tariff classification and regulatory compliance checks"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Carthage"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""Summer 2022"",""field"":""Summer School - International Trade"",""university"":""University of Marseille"",""country or city"":""not found"",""level_of_degree"":""not found""}]"
"CV 133";"[{""desc"":null,""title"":""Operations efficiency""},{""desc"":null,""title"":""fitness""},{""desc"":null,""title"":""logistics trends""}]";"[{""dates"":""Feb 2022 - Sep 2023"",""company"":""Consumer Goods Company"",""job title"":""Supply Chain Analyst"",""description"":""Assisted in demand planning and inventory reporting\nMonitored stock levels and supply chain KPIs\nCollaborated with warehouse and logistics teams to optimize delivery"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Logistics Provider"",""description"":""Tracked shipments and prepared delivery reports\nSupported operational planning and scheduling"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""De La Salle University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 132";"[{""desc"":null,""title"":""Social media""},{""desc"":null,""title"":""communication""},{""desc"":null,""title"":""brand storytelling""}]";"[{""dates"":""Mar 2023 - Aug 2023"",""company"":""Local Retail Brand"",""job title"":""Marketing Intern"",""description"":""Managed social media posts and engagement\nMonitored campaign performance and prepared reports\nAssisted in content creation and brand promotion"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""Student Union"",""job title"":""Student Volunteer"",""description"":""Promoted campus events and activities\nAssisted in organizing student campaigns"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Tuzla"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business and Marketing""}]"
"CV 131";"[{""desc"":null,""title"":""Analytics""},{""desc"":null,""title"":""automation""},{""desc"":null,""title"":""process improvement""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Oil and Gas Service Company"",""job title"":""Data Analyst"",""description"":""Created operational dashboards and KPIs\nEnsured data quality and cleaned large datasets\nSupported reporting for senior management"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""IT Support Intern"",""description"":""Maintained internal systems and assisted staff with technical issues\nPerformed data backups and system checks"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Al-Farabi Kazakh National University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Information Systems""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Local Technical University"",""country or city"":""not found"",""level_of_degree"":""Master in Data Analytics""}]"
"CV 130";"[{""desc"":null,""title"":""Economic policy""},{""desc"":null,""title"":""sustainability""},{""desc"":null,""title"":""financial literacy""}]";"[{""dates"":""Feb 2023 - Jul 2023"",""company"":""Public Institution"",""job title"":""Finance Intern"",""description"":""Monitored departmental budgets and validated expenses\nAssisted senior analysts in reporting and reconciliation\nPrepared data summaries for decision-making"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""Economics Department"",""job title"":""Student Assistant"",""description"":""Collected and processed data for academic research\nPrepared presentations and reports for faculty"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Costa Rica"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 129";"[{""desc"":null,""title"":""Business development""},{""desc"":null,""title"":""Networking""},{""desc"":null,""title"":""Entrepreneurship""}]";"[{""dates"":""Jan 2023 - Sep 2023"",""company"":""Telecom SME"",""job title"":""Business Support Officer"",""description"":""Prepared commercial reports for management review\nCoordinated with partners to streamline operations\nAssisted in internal communications and project tracking"",""country or city"":""not found""},{""dates"":""2021"",""company"":""University Career Center"",""job title"":""Intern"",""description"":""Conducted employer outreach for student internships\nAssisted in organizing career events and workshops"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""management, international business, and operations"",""university"":""Yerevan State University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 128";"[{""desc"":null,""title"":""Data visualization""},{""desc"":null,""title"":""analytics""},{""desc"":null,""title"":""economic research""}]";"[{""dates"":""Feb 2023 - Aug 2023"",""company"":""Telecom Company"",""job title"":""Business Intelligence Assistant"",""description"":""Built KPI dashboards and monitored operational performance\nValidated data from multiple sources for accuracy\nSupported business decision-making with actionable insights"",""country or city"":""not found""},{""dates"":""2021"",""company"":""Statistics Office"",""job title"":""Intern"",""description"":""Collected, cleaned, and analyzed data for national statistics\nAssisted in preparing reports and visualizations"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Sofia"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Economics""}]"
"CV 127";"[{""desc"":null,""title"":""Process efficiency""},{""desc"":null,""title"":""fitness""},{""desc"":null,""title"":""operational optimization""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Food Distributor"",""job title"":""Logistics Supervisor"",""description"":""Planned and optimized delivery routes\n\nMonitored transportation costs and reduced inefficiencies\n\nCoordinated with warehouse and drivers to ensure timely deliveries"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Warehouse"",""description"":""Conducted inventory checks and stock management\nAssisted in organizing warehouse layout and documentation"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""University of Rijeka"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics""}]"
"CV 126";"[{""desc"":null,""title"":""Banking""},{""desc"":null,""title"":""financial literacy""},{""desc"":null,""title"":""professional learning""}]";"[{""dates"":""Summer 2023"",""company"":""Public Bank"",""job title"":""Finance Intern"",""description"":""Assisted in processing customer files and documentation\nPerformed data entry for financial records\nSupported branch staff in daily operational tasks"",""country or city"":""not found""}]";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""University of Oran"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance""}]"
"CV 125";"[{""desc"":null,""title"":""Entrepreneurship""},{""desc"":null,""title"":""innovation""},{""desc"":null,""title"":""startup ecosystems""}]";"[{""dates"":""Feb 2023 - Sep 2023"",""company"":""not found"",""job title"":""Business Analyst - SME"",""description"":""Conducted cost analysis and prepared monthly business reports\nAssisted management in operational decision-making\nSupported strategic initiatives to improve company efficiency"",""country or city"":""not found""},{""dates"":""2021"",""company"":""not found"",""job title"":""Startup Project"",""description"":""Created a business plan for a proposed startup (project not launched)\nConducted market research and financial projections"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Montenegro"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 124";"[{""desc"":null,""title"":""International cooperation""},{""desc"":null,""title"":""volunteering""},{""desc"":null,""title"":""social impact initiatives""}]";"[{""dates"":""Mar 2023 - Aug 2023"",""company"":""International NGO"",""job title"":""Project Assistant"",""description"":""Monitored ongoing projects and prepared detailed progress reports\nAssisted in budgeting and resource allocation\nCoordinated team meetings and maintained project documentation"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Volunteer - Youth Program"",""description"":""Organized events and training sessions for youth development\nCoordinated volunteers and monitored program impact"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Birzeit University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 123";"[{""desc"":null,""title"":""Case interviews""},{""desc"":null,""title"":""geopolitics""},{""desc"":null,""title"":""business strategy""}]";"[{""dates"":""Jan 2022 - Sep 2023"",""company"":""Consulting Boutique"",""job title"":""Business Analyst"",""description"":""Conducted market sizing and competitor benchmarking\nPrepared client presentations and strategic recommendations\nCollaborated with senior consultants on business"",""country or city"":""not found""}]";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""HEC Montreal"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 122";"[{""desc"":null,""title"":""Event marketing""},{""desc"":null,""title"":""communication""},{""desc"":null,""title"":""social media trends""}]";"[{""dates"":""Jan 2023 - Aug 2023"",""company"":""Event Agency"",""job title"":""Marketing Coordinator"",""description"":""Coordinated marketing campaigns and event promotion\nPrepared reports for clients and tracked campaign KPIs\nSupported content creation and media planning"",""country or city"":""not found""},{""dates"":""2021"",""company"":""Media Agency"",""job title"":""Intern"",""description"":""Assisted in content planning and campaign research\nConducted competitor analysis for marketing strategies"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Corvinus University of Budapest"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Commerce and Marketing""}]"
"CV 121";"[{""desc"":null,""title"":""Operations optimization""},{""desc"":null,""title"":""business efficiency""},{""desc"":null,""title"":""reading""}]";"[{""dates"":""Summer 2023"",""company"":""FMCG Company"",""job title"":""Operations Intern"",""description"":""Tracked distribution data and optimized delivery schedules\nAssisted in documenting standard operating procedures\nCoordinated with warehouse and logistics teams"",""country or city"":""not found""},{""dates"":""2019 - Present"",""company"":""not found"",""job title"":""Family Retail Business"",""description"":""Managed inventory and sales tracking\nSupported day-to-day operations and supplier coordination"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Lahore University of Management Sciences"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 120";"[{""desc"":null,""title"":""Corporate finance""},{""desc"":null,""title"":""analytics""},{""desc"":null,""title"":""investment studies""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Manufacturing Company"",""job title"":""Financial Reporting Officer"",""description"":""Prepared monthly financial reports and budget variance analysis\nAssisted in auditing processes and internal control review\nDeveloped Excel dashboards to track financial KPIs"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Audit Firm"",""description"":""Assisted in auditing client accounts and reviewing documentation\nSupported preparation of audit reports"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""University of Novi Sad"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Private University"",""country or city"":""not found"",""level_of_degree"":""Master in Financial Management""}]"
"CV 119";"[{""desc"":null,""title"":""International trade""},{""desc"":null,""title"":""learning languages""},{""desc"":null,""title"":""business strategy""}]";"[{""dates"":""Feb 2023 - Jul 2023"",""company"":""Import Export SME"",""job title"":""Commercial Intern"",""description"":""Managed client follow-up and ensured timely delivery of products\nPrepared sales documentation and assisted in invoicing\nCollected market data for sales strategy and reporting"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""University Office"",""job title"":""Student Assistant"",""description"":""Supported administrative tasks and data management\nAssisted professors in student coordination and document preparation"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad San Francisco de Quito"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 118";"[{""desc"":null,""title"":""International cooperation""},{""desc"":null,""title"":""development projects""},{""desc"":null,""title"":""volunteering""}]";"[{""dates"":""Feb 2023 - Aug 2023"",""company"":""Development Agency"",""job title"":""Project Assistant"",""description"":""Monitored ongoing projects and prepared status reports for donors\nAssisted in financial and operational tracking of agency"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Sarajevo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 117";"[{""desc"":null,""title"":""Operations excellence""},{""desc"":null,""title"":""cycling""},{""desc"":null,""title"":""process improvement""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Retail Group"",""job title"":""Supply Chain Coordinator"",""description"":""Planned demand and monitored inventory levels across stores\nMaintained supplier communication and coordinated deliveries\nDeveloped Excel dashboards to track KPIs and lead times"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Distribution Center"",""description"":""Assisted in optimizing warehouse layout and inventory flow\nCollected data on stock movement and prepared monthly reports"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Hanze University of Applied Sciences"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics Management""}]"
"CV 116";"[{""desc"":null,""title"":""Corporate finance""},{""desc"":null,""title"":""self-study""},{""desc"":null,""title"":""investment analysis""}]";"[{""dates"":""Mar 2023 - Jul 2023"",""company"":""Investment Company"",""job title"":""Finance Intern"",""description"":""Prepared financial data and reports for investment portfolios\nAssisted in calculating financial ratios and key performance indicators\nSupported junior analysts in portfolio monitoring"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Accounting Assistant"",""description"":""Managed data entry for accounting records\nAssisted in reconciling accounts and reviewing financial documents"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""finance, corporate strategy, and accounting"",""university"":""University of Tehran"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 115";"[{""desc"":null,""title"":""Startups""},{""desc"":null,""title"":""entrepreneurship""},{""desc"":null,""title"":""business modeling""}]";"[{""dates"":""Jan 2023 - Aug 2023"",""company"":""Food Startup"",""job title"":""Operations Analyst"",""description"":""Monitored daily operational costs and supplier efficiency\nCreated Excel-based dashboards for cost tracking and process monitoring\nSupported strategic planning for scaling the startup operations"",""country or city"":""not found""},{""dates"":""2021"",""company"":""Startup Accelerator"",""job title"":""Intern"",""description"":""Assisted in reviewing pitch decks and business models\nConducted market research for new incubated companies\nPrepared reports for mentors and investors"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""Universidad ORT Uruguay"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 114";"[{""desc"":null,""title"":""Data modeling""},{""desc"":null,""title"":""analytics""},{""desc"":null,""title"":""visualization""},{""desc"":null,""title"":""fintech trends""}]";"[{""dates"":""Feb 2023 - Sep 2023"",""company"":""Fintech Company"",""job title"":""Data Analyst Junior"",""description"":""Analyzed transaction data to identify trends and anomalies\nCreated Power BI dashboards for executive reporting\nCollaborated with product teams to improve reporting accuracy"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Research Assistant"",""description"":""Built statistical models for university"",""country or city"":""not found""}]";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""Charles University Prague"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""University of Economics Prague"",""country or city"":""not found"",""level_of_degree"":""Master in Data and Business Analysis""}]"
"CV 113";"[{""desc"":null,""title"":""Manufacturing systems""},{""desc"":null,""title"":""operational efficiency""},{""desc"":null,""title"":""learning production tools""}]";"[{""dates"":""Summer 2023"",""company"":""not found"",""job title"":""Factory Intern - Manufacturing Plant"",""description"":""Collected production data and monitored assembly line performance\nObserved process workflows and suggested minor improvements\nAssisted supervisors in quality control and reporting daily output"",""country or city"":""not found""},{""dates"":""2020 - Present"",""company"":""not found"",""job title"":""Family Business Support"",""description"":""Managed inventory levels and tracked supplies for a small manufacturing operation\nMaintained basic accounting records and sales tracking\nAssisted in supplier coordination and order fulfillment"",""country or city"":""not found""}]";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""Ain Shams University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Management""}]"
"CV 112";"[{""desc"":null,""title"":""Brand storytelling""},{""desc"":null,""title"":""design""},{""desc"":null,""title"":""marketing trends""}]";"[{""dates"":""Jan 2023 - Sep 2023"",""company"":""Consumer Goods Company"",""job title"":""Brand Assistant"",""description"":""Assisted in brand performance analysis and campaign coordination\nCreated PowerPoint presentations for marketing strategy meetings\nConducted competitor and market research"",""country or city"":""not found""},{""dates"":""2021"",""company"":""Creative Agency"",""job title"":""Intern"",""description"":""Supported content creation and social media campaigns\nAssisted with client presentations and reporting"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""ESPM Sao Paulo"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Advertising""}]"
"CV 111";"[{""desc"":null,""title"":""Financial markets""},{""desc"":null,""title"":""fitness""},{""desc"":null,""title"":""investment strategies""}]";"[{""dates"":""Mar 2023 - Aug 2023"",""company"":""Manufacturing Company"",""job title"":""Finance Trainee"",""description"":""Prepared cost reports and monitored budget variances\nAssisted in financial planning and internal reporting\nParticipated in month-end closing activities"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""Retail Store"",""job title"":""Student Job"",""description"":""Managed cash handling and daily sales reports\nAssisted in stock management and customer service"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Poznan University of Economics"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Finance and Accounting""}]"
"CV 110";"[{""desc"":null,""title"":""Talent development""},{""desc"":null,""title"":""wellbeing""},{""desc"":null,""title"":""HR innovations""}]";"[{""dates"":""Feb 2023 - Jul 2023"",""company"":""Real Estate Group"",""job title"":""HR Intern"",""description"":""Screened CVs and coordinated interviews\nAssisted in preparing HR reports and dashboards\nSupported talent acquisition and onboarding processes"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Administrative Assistant (part-time)"",""description"":""Handled office coordination and documentation\nAssisted HR and administration teams with daily tasks"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Sharjah"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Management""}]"
"CV 109";"[{""desc"":null,""title"":""Cross-border trade""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""international business trends""}]";"[{""dates"":""Jan 2022 - Sep 2023"",""company"":""Distribution Company"",""job title"":""Sales Coordinator"",""description"":""Managed client orders and ensured accurate delivery schedules\nPrepared weekly sales reports and performance metrics\nSupported the sales team in CRM updates and client communication"",""country or city"":""not found""},{""dates"":""2020"",""company"":""Local SME"",""job title"":""Intern"",""description"":""Conducted market research for small businesses\nAssisted in administrative support and reporting tasks"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""Ss. Cyril and Methodius University Skopje"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 108";"[{""desc"":null,""title"":""Corporate finance""},{""desc"":null,""title"":""self-development""},{""desc"":null,""title"":""investment analysis""}]";"[{""dates"":""Mar 2023 - Sep 2023"",""company"":""Accounting Office"",""job title"":""Finance Assistant"",""description"":""Maintained financial records and prepared monthly statements\n\nAssisted senior accountants in budgeting and reporting\nParticipated in internal audits and data reconciliation"",""country or city"":""not found""},{""dates"":""Summer 2022"",""company"":""Local Bank"",""job title"":""Intern"",""description"":""Processed customer files and assisted in credit evaluations\nConducted data entry and preliminary financial analysis"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Montenegro"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Economics""}]"
"CV 107";"[{""desc"":null,""title"":""International markets""},{""desc"":null,""title"":""global news""},{""desc"":null,""title"":""trade policy""}]";"[{""dates"":""Jan 2023 - Aug 2023"",""company"":""Trading Company"",""job title"":""Export Assistant"",""description"":""Managed export documentation and compliance for international shipments\nCoordinated with clients and shipping partners to ensure timely deliveries\nPrepared reports on export performance and market trends"",""country or city"":""not found""},{""dates"":""2021"",""company"":""Public Trade Office"",""job title"":""Intern"",""description"":""Collected and analyzed market data for trade reports\nAssisted in drafting trade recommendations and statistical summaries"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Algiers"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics""}]"
"CV 106";"[{""desc"":null,""title"":""Process optimization""},{""desc"":null,""title"":""yoga""},{""desc"":null,""title"":""logistics trends""}]";"[{""dates"":""Apr 2022 - Sep 2023"",""company"":""Automotive Supplier"",""job title"":""Supply Chain Planner"",""description"":""Prepared demand forecasts and coordinated inventory levels with suppliers\nDeveloped Excel dashboards to track supply chain KPIs\nCollaborated with production and procurement teams to optimize material flow"",""country or city"":""not found""},{""dates"":""2020"",""company"":""not found"",""job title"":""Intern - Warehouse Operations"",""description"":""Assisted in stock organization and warehouse layout planning\nImplemented stock optimization techniques to reduce overstocking\nMonitored inventory levels and assisted in monthly audits"",""country or city"":""not found""}]";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""University of Applied Sciences Bremen"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics Management""}]"
"CV 105";"[{""desc"":null,""title"":""Entrepreneurship""},{""desc"":null,""title"":""learning""},{""desc"":null,""title"":""small business management""}]";"[{""dates"":""Summer 2023"",""company"":""FMCG Distributor"",""job title"":""Student Intern"",""description"":""Tracked sales performance and assisted in inventory management\nGenerated weekly reports on distribution and stock levels"",""country or city"":""not found""},{""dates"":""2020 - Present"",""company"":""not found"",""job title"":""Family Business Support"",""description"":""Handled basic accounting tasks and financial record-keeping\nCoordinated supplier interactions and inventory updates"",""country or city"":""not found""}]";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""North South University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 104";"[{""desc"":null,""title"":""Public policy""},{""desc"":null,""title"":""consulting""},{""desc"":null,""title"":""data analysis""}]";"[{""dates"":""Mar 2023 - Present"",""company"":""Consulting Boutique"",""job title"":""Strategy Analyst Junior"",""description"":""Conducted market research and competitor benchmarking\nPrepared client presentations and strategic recommendations\nSupported senior consultants in project deliverables"",""country or city"":""not found""},{""dates"":""2021"",""company"":""Economic Research Institute"",""job title"":""Intern"",""description"":""Assisted in data collection and analysis for policy studies\nPrepared reports summarizing findings for research"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Ljubljana"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business and Organization""}]"
"CV 103";"[{""desc"":null,""title"":""Startups""},{""desc"":null,""title"":""productivity""},{""desc"":null,""title"":""innovation""}]";"[{""dates"":""Feb 2023 - Aug 2023"",""company"":""not found"",""job title"":""Operations Intern - Manufacturing Plant"",""description"":""Prepared production reports and monitored KPIs\nAssisted in process improvement initiatives and workflow optimization\nParticipated in team meetings to identify bottlenecks"",""country or city"":""not found""},{""dates"":""2022"",""company"":""not found"",""job title"":""Student Project - Startup Incubator"",""description"":""Analyzed business models for early-stage startups\nCreated presentations and reports for incubator mentors\nAssisted in market research and competitive analysis"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad Autonoma de Nuevo Leon"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering""}]"
"CV 102";"[{""desc"":null,""title"":""Digital branding""},{""desc"":null,""title"":""photography""},{""desc"":null,""title"":""social media trends""}]";"[{""dates"":""Jan 2022 - Sep 2023"",""company"":""SME"",""job title"":""Digital Marketing Officer"",""description"":""Managed social media channels and digital campaigns\nMonitored campaign performance and engagement metrics\nCreated content calendars and marketing materials for brand promotion"",""country or city"":""not found""},{""dates"":""2019"",""company"":""not found"",""job title"":""Intern - Advertising Agency"",""description"":""Assisted in content creation for clients\nSupported social media planning and digital campaign tracking"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2020"",""field"":""not found"",""university"":""University of Sousse"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Communication and Media""}]"
"CV 101";"[{""desc"":null,""title"":""Data storytelling""},{""desc"":null,""title"":""jogging""},{""desc"":null,""title"":""analytics competitions""}]";"[{""dates"":""Feb 2023 - Present"",""company"":""FMCG Company"",""job title"":""Data Reporting Analyst"",""description"":""Consolidated sales data from multiple regions for management reporting\nPrepared monthly dashboards and performance KPIs\nSupported data-driven decision-making across marketing and sales teams"",""country or city"":""not found""},{""dates"":""2021"",""company"":""University Project"",""job title"":""Research Assistant"",""description"":""Cleaned and processed survey data for research"",""country or city"":""not found""}]";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Gdansk"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Statistics""}]"
"CV 100";"[{""desc"":null,""title"":""Financial inclusion""},{""desc"":null,""title"":""reading""},{""desc"":null,""title"":""personal finance""}]";"[{""dates"":""Jan 2023 - Jun 2023"",""company"":""Microfinance Bank"",""job title"":""Finance Intern"",""description"":""Assisted in loan documentation and processing\n\nConducted financial assessments of clients and evaluated credit risk\nPrepared financial summaries and reports for management"",""country or city"":""not found""},{""dates"":""2021 - 2022"",""company"":""not found"",""job title"":""Sales Assistant (part-time)"",""description"":""Managed cash handling and daily sales reports\n\nAssisted in inventory management and customer service"",""country or city"":""not found""}]";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Ilorin"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Banking and Finance""}]"
"CV 099";"[{""desc"":null,""title"":""Hospitality trends""},{""desc"":null,""title"":""travel""},{""desc"":null,""title"":""tourism innovation""}]";"[{""dates"":""Mar 2022 - Sep 2023"",""company"":""Hotel Chain"",""job title"":""Operations Supervisor"",""description"":""Coordinated daily hotel operations including front desk, housekeeping, and food & beverage\nMonitored staff performance and prepared weekly operational reports\nAssisted in implementing process improvements to enhance guest satisfaction"",""country or city"":""not found""},{""dates"":""Summer 2020"",""company"":""Travel Agency"",""job title"":""Intern"",""description"":""Assisted customers with bookings and itinerary planning\nCoordinated with suppliers for transport and accommodation\nPrepared reports on client satisfaction and booking trends"",""country or city"":""not found""}]";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""University of Malaga"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Tourism Management""},{""dates"":""2021 - 2022"",""field"":""not found"",""university"":""Private Business School"",""country or city"":""not found"",""level_of_degree"":""Master in Hospitality Management""}]"
"CV 098";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""University of Zagreb"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Economics""}]"
"CV 097";"";"";"[{""dates"":""2017 - 2021"",""field"":""not found"",""university"":""ENCG Casablanca"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Logistics and Transport""}]"
"CV 096";"";"";"[{""dates"":""2021 - Present"",""field"":""not found"",""university"":""Lund University"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business and Economics""}]"
"CV 095";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""University of Belgrade"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Management""}]"
"CV 094";"";"";"[{""dates"":""2018 - 2021"",""field"":""not found"",""university"":""University of Ghana"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 093";"";"";"[{""dates"":""2019 - 2022"",""field"":""not found"",""university"":""WU Vienna University of Economics and Business"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""}]"
"CV 092";"";"";"[{""dates"":""2020 - 2023"",""field"":""not found"",""university"":""Universidad Carlos III de Madrid"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business and Data""}]"
